sessionId,contentId,eventId
user-010555,1149917,2
user-010555,1149663,3
user-010555,1149971,4
user-010556,1149558,0
user-010556,1149608,1
user-010557,1149653,0
user-010558,1149957,0
user-010558,1149817,1
user-010558,1149961,2
user-010559,1149882,0
user-010559,1149880,1
user-010560,1149757,0
user-010560,1149892,1
user-010561,1149606,0
user-010562,1149784,0
user-010563,1137716,0
user-010563,1149892,1
user-010564,1149817,0
user-010564,1149817,1
user-010565,1149479,0
user-010565,1148869,1
user-010566,1149518,0
user-010566,1126700,1
user-010567,1149671,0
user-010567,1149614,1
user-010567,1149892,2
user-010568,1149636,0
user-010568,1149669,1
user-010569,1149892,0
user-010570,1149671,0
user-010571,1146055,0
user-010571,1126072,1
user-010571,1148583,2
user-010572,1149892,0
user-010572,1146930,1
user-010573,1149614,0
user-010573,1149961,1
user-010574,1149412,0
user-010574,1149901,1
user-010575,1149927,0
user-010575,1149880,1
user-010576,1149927,0
user-010576,1148280,1
user-010577,1149671,0
user-010577,1148570,1
user-010577,1149412,2
user-010578,1148499,0
user-010578,1148619,1
user-010578,1148061,2
user-010579,1149362,0
user-010579,1145717,1
user-010580,1149585,0
user-010581,1149653,0
user-010581,1149553,1
user-010581,1148565,2
user-010582,1149688,0
user-010583,1149784,0
user-010584,1149675,0
user-010584,1149660,1
user-010585,1149671,0
user-010585,1149880,1
user-010585,1149911,2
user-010586,1149634,0
user-010586,1149664,1
user-010586,1149704,2
user-010586,1149672,3
user-010586,1141882,4
user-010586,1149672,5
user-010586,1149671,6
user-010586,1149892,7
user-010586,1149663,8
user-010587,1149653,0
user-010587,1149553,1
user-010588,1149376,0
user-010588,1149799,1
user-010588,1149660,2
user-010589,1149560,0
user-010590,1148352,0
user-010591,1149550,0
user-010591,1149458,1
user-010592,1149892,0
user-010592,1149961,1
user-010592,1149454,2
user-010593,1149713,0
user-010593,1128988,1
user-010594,1149882,0
user-010595,1149558,0
user-010595,1148789,1
user-010596,1149664,0
user-010596,1148977,1
user-010597,1149672,0
user-010598,1149614,0
user-010598,1149892,1
user-010599,1149675,0
user-010600,1149883,0
user-010600,1149973,1
user-010600,1144746,2
user-010601,1149653,0
user-010601,1148570,1
user-010602,1149599,0
user-010602,1149661,1
user-010602,1149466,2
user-010602,1149521,3
user-010603,1149671,0
user-010604,1149671,0
user-010605,1149599,0
user-010605,1149553,1
user-010606,1149757,0
user-010606,1149677,1
user-010606,1149660,2
user-010606,1149927,3
user-010607,1149892,0
user-010607,1149917,1
user-010608,1149856,0
user-010608,1149914,1
user-010608,1149688,2
user-010609,1149671,0
user-010609,1149553,1
user-010609,1149675,2
user-010610,1149878,0
user-010611,1149630,0
user-010611,1149536,1
user-010612,1149599,0
user-010612,1149235,1
user-010613,1149671,0
user-010613,1149599,1
user-010613,1149799,2
user-010614,804669,0
user-010614,763049,1
user-010615,1149892,0
user-010615,1149614,1
user-010615,1149917,2
user-010615,1149671,3
user-010616,1079022,0
user-010616,1130723,1
user-010616,1043270,2
user-010617,1149614,0
user-010617,1149892,1
user-010617,1148605,2
user-010618,1148570,0
user-010618,1149499,1
user-010618,1149438,2
user-010619,1149043,0
user-010619,1148570,1
user-010619,1149608,2
user-010620,1149653,0
user-010620,1149784,1
user-010621,1149927,0
user-010622,1149799,0
user-010622,1149675,1
user-010622,1149892,2
user-010623,1149558,0
user-010624,1149614,0
user-010624,1149892,1
user-010625,1148570,0
user-010626,1149570,0
user-010626,1149671,1
user-010627,1149671,0
user-010627,1148551,1
user-010627,1149614,2
user-010627,1146699,3
user-010628,1108501,0
user-010628,1105517,1
user-010629,1133105,0
user-010630,1149892,0
user-010630,1149614,1
user-010631,1149671,0
user-010631,1149671,1
user-010632,1149558,0
user-010632,1149671,1
user-010632,1149878,2
user-010633,1149836,0
user-010633,1149915,1
user-010634,1148570,0
user-010634,1149671,1
user-010635,1149892,0
user-010636,1149880,0
user-010636,1148499,1
user-010637,1149671,0
user-010637,1148570,1
user-010637,1149892,2
user-010637,1149955,3
user-010638,1149520,0
user-010638,1149671,1
user-010638,1149594,2
user-010638,1149739,3
user-010638,1149609,4
user-010638,1149729,5
user-010639,1149614,0
user-010639,1149892,1
user-010640,1149879,0
user-010640,1149964,1
user-010641,1149599,0
user-010641,1149653,1
user-010642,1149664,0
user-010643,1149928,0
user-010643,1149784,1
user-010644,1149757,0
user-010644,1137769,1
user-010645,1149892,0
user-010646,1149599,0
user-010646,1149647,1
user-010646,1149511,2
user-010646,1149625,3
user-010646,1149881,4
user-010646,1149916,5
user-010646,1149947,6
user-010647,1149653,0
user-010647,1149688,1
user-010647,1148570,2
user-010647,1149856,3
user-010647,1149799,4
user-010647,1149729,5
user-010647,1149349,6
user-010647,1149274,7
user-010647,1149671,8
user-010647,1149683,9
user-010647,1149784,10
user-010647,1149688,11
user-010648,1140713,0
user-010648,1147821,1
user-010649,1149852,0
user-010649,1149956,1
user-010650,1149498,0
user-010650,1149953,1
user-010651,1149653,0
user-010651,1149757,1
user-010652,1149030,0
user-010652,1149784,1
user-010652,1149623,2
user-010653,1149558,0
user-010653,1146699,1
user-010654,1149928,0
user-010654,1149729,1
user-010655,1147508,0
user-010656,1149783,0
user-010657,1149553,0
user-010658,1149412,0
user-010658,1148570,1
user-010659,1148570,0
user-010659,1149660,1
user-010659,1149614,2
user-010659,1149740,3
user-010660,1149799,0
user-010660,1149664,1
user-010661,1149626,0
user-010661,1149840,1
user-010661,1149614,2
user-010661,1149880,3
user-010662,1149558,0
user-010662,1149614,1
user-010662,1149880,2
user-010662,1149741,3
user-010663,1149124,0
user-010663,1123324,1
user-010664,1149892,0
user-010664,1149971,1
user-010665,1149614,0
user-010665,1149880,1
user-010666,1149647,0
user-010666,1149671,1
user-010666,1149553,2
user-010666,1149675,3
user-010667,1149480,0
user-010668,1149671,0
user-010668,1149784,1
user-010668,1149943,2
user-010668,1149927,3
user-010668,1149614,4
user-010669,1138555,0
user-010669,1149498,1
user-010670,1149763,0
user-010670,1149675,1
user-010671,1149547,0
user-010671,1149479,1
user-010671,1149759,2
user-010672,1149634,0
user-010672,1149599,1
user-010672,1149590,2
user-010673,1149892,0
user-010673,1149688,1
user-010674,1149740,0
user-010675,1149599,0
user-010675,1149671,1
user-010675,1148570,2
user-010676,1149671,0
user-010676,1148605,1
user-010677,1149960,0
user-010677,1149982,1
user-010677,1149950,2
user-010677,1149924,3
user-010677,1149673,4
user-010677,1149659,5
user-010677,1149526,6
user-010678,1149653,0
user-010678,1149675,1
user-010679,1149627,0
user-010679,1149941,1
user-010680,1149671,0
user-010681,1149886,0
user-010681,1149594,1
user-010682,1149599,0
user-010682,1149671,1
user-010683,1149661,0
user-010683,1149626,1
user-010683,1149558,2
user-010684,1149536,0
user-010684,1149526,1
user-010685,1149892,0
user-010686,1149729,0
user-010686,1149704,1
user-010687,1149671,0
user-010688,741835,0
user-010688,1149614,1
user-010689,1149671,0
user-010689,703214,1
user-010689,1149675,2
user-010690,1149671,0
user-010690,1148570,1
user-010691,1149683,0
user-010691,1149683,1
user-010692,1149599,0
user-010692,1149671,1
user-010692,1149553,2
user-010692,1149553,3
user-010692,1149675,4
user-010692,1149927,5
user-010692,1149647,6
user-010692,1149784,7
user-010693,1149426,0
user-010693,1149892,1
user-010693,1149059,2
user-010693,1130374,3
user-010694,1149671,0
user-010694,1149614,1
user-010695,1149614,0
user-010695,1149892,1
user-010696,1149599,0
user-010696,1148570,1
user-010696,1149653,2
user-010696,1149634,3
user-010696,1149664,4
user-010696,1149660,5
user-010697,1149560,0
user-010697,1149539,1
user-010698,1149675,0
user-010698,1149892,1
user-010699,1149671,0
user-010699,1149511,1
user-010700,1149626,0
user-010700,1149661,1
user-010700,1149899,2
user-010701,1149614,0
user-010701,1149892,1
user-010701,1149955,2
user-010701,1149840,3
user-010701,1149964,4
user-010702,1149927,0
user-010702,1149892,1
user-010703,1149607,0
user-010703,1149442,1
user-010704,1149614,0
user-010704,1149892,1
user-010705,1149963,0
user-010705,1149892,1
user-010706,1149553,0
user-010707,1149448,0
user-010707,1149626,1
user-010708,1149697,0
user-010708,1149953,1
user-010709,1149667,0
user-010710,1149623,0
user-010710,1149558,1
user-010711,1149864,0
user-010711,1149553,1
user-010712,1149671,0
user-010712,1149883,1
user-010713,1149522,0
user-010713,1149682,1
user-010714,1149817,0
user-010714,1149784,1
user-010714,1149675,2
user-010714,1149740,3
user-010714,1149819,4
user-010714,1149614,5
user-010714,1149892,6
user-010714,1149917,7
user-010714,1149653,8
user-010714,1149961,9
user-010714,1149966,10
user-010714,1149963,11
user-010715,1148925,0
user-010716,1149627,0
user-010717,1149671,0
user-010717,1148570,1
user-010718,1148789,0
user-010718,505008,1
user-010718,621504,2
user-010719,1149227,0
user-010719,1149118,1
user-010720,1147932,0
user-010720,1149678,1
user-010721,1149883,0
user-010721,1149623,1
user-010722,1149681,0
user-010722,1149681,1
user-010723,1149850,0
user-010723,1149661,1
user-010723,1149614,2
user-010723,1149927,3
user-010723,1149675,4
user-010724,1149553,0
user-010724,1149892,1
user-010725,1149799,0
user-010725,1149892,1
user-010726,1149671,0
user-010726,1149927,1
user-010726,1149341,2
user-010727,1149664,0
user-010727,1149671,1
user-010727,1149892,2
user-010728,1149927,0
user-010728,1149892,1
user-010729,1149671,0
user-010730,1149369,0
user-010730,1149961,1
user-010730,1149917,2
user-010731,1148499,0
user-010732,1149799,0
user-010732,1149757,1
user-010732,1149672,2
user-010733,1147383,0
user-010733,1148570,1
user-010734,1149599,0
user-010735,1149892,0
user-010735,1149784,1
user-010736,1149791,0
user-010736,1137037,1
user-010737,1149671,0
user-010737,1148570,1
user-010738,1149626,0
user-010738,1149588,1
user-010739,1060867,0
user-010739,1011716,1
user-010739,1148570,2
user-010740,1149963,0
user-010740,1149671,1
user-010741,1149555,0
user-010741,1134953,1
user-010742,1149664,0
user-010742,1149553,1
user-010743,1148570,0
user-010743,1149935,1
user-010744,1129168,0
user-010744,1149614,1
user-010745,1149671,0
user-010745,1149599,1
user-010745,1149740,2
user-010745,1149675,3
user-010745,1149660,4
user-010745,1149614,5
user-010745,1149927,6
user-010746,1149892,0
user-010746,1149945,1
user-010746,1149955,2
user-010747,1149599,0
user-010747,1135317,1
user-010748,1149671,0
user-010748,1148605,1
user-010749,1149671,0
user-010750,1149658,0
user-010751,1149671,0
user-010752,1127582,0
user-010752,1025636,1
user-010753,1149614,0
user-010753,1149874,1
user-010754,1149458,0
user-010754,1149880,1
user-010755,1149671,0
user-010755,1149917,1
user-010756,1149599,0
user-010756,1149671,1
user-010756,1148869,2
user-010757,691364,0
user-010757,1149634,1
user-010757,1149634,2
user-010757,1149757,3
user-010757,1149672,4
user-010757,1149672,5
user-010757,1149634,6
user-010757,1149928,7
user-010757,1149927,8
user-010758,1149836,0
user-010758,1149784,1
user-010758,1149614,2
user-010759,1149623,0
user-010759,1149411,1
user-010760,1149671,0
user-010761,1149563,0
user-010761,1149255,1
user-010761,1149343,2
user-010762,1149673,0
user-010762,1149671,1
user-010762,1149526,2
user-010762,1149704,3
user-010762,1149878,4
user-010762,1149881,5
user-010762,1149892,6
user-010762,1149955,7
user-010763,1149671,0
user-010763,1149894,1
user-010763,1149790,2
user-010763,1149983,3
user-010764,1149518,0
user-010765,1149653,0
user-010766,1149960,0
user-010766,1149960,1
user-010767,1149599,0
user-010767,1149592,1
user-010768,1149578,0
user-010768,1141640,1
user-010769,1149614,0
user-010769,1149892,1
user-010769,1149955,2
user-010769,1149922,3
user-010770,1149623,0
user-010770,1149553,1
user-010770,1149650,2
user-010770,1149627,3
user-010770,1149627,4
user-010770,1149672,5
user-010770,1149606,6
user-010770,1149819,7
user-010770,1149341,8
user-010770,1149996,9
user-010771,1149599,0
user-010772,1149892,0
user-010772,1149614,1
user-010773,1149917,0
user-010773,1148780,1
user-010774,1149599,0
user-010774,1149653,1
user-010774,1149634,2
user-010775,1149661,0
user-010775,1149614,1
user-010776,1149304,0
user-010777,1149671,0
user-010778,1149602,0
user-010778,1149784,1
user-010778,1149892,2
user-010779,1149627,0
user-010779,1149917,1
user-010780,1149305,0
user-010780,1149553,1
user-010781,1149473,0
user-010781,1148570,1
user-010781,1149923,2
user-010781,1149883,3
user-010781,1149945,4
user-010782,1149757,0
user-010783,1149671,0
user-010784,1149553,0
user-010784,1149576,1
user-010785,1149458,0
user-010785,1149458,1
user-010786,1149894,0
user-010786,1149849,1
user-010786,1149608,2
user-010787,1148768,0
user-010787,1145832,1
user-010788,1149660,0
user-010788,1149438,1
user-010788,1149799,2
user-010789,1149623,0
user-010789,1149599,1
user-010790,1149289,0
user-010791,1149614,0
user-010791,1149892,1
user-010792,1149791,0
user-010792,1149924,1
user-010793,1149665,0
user-010793,1149817,1
user-010793,1149836,2
user-010793,1149878,3
user-010793,1149647,4
user-010793,1149917,5
user-010793,1149817,6
user-010793,1149957,7
user-010793,1149935,8
user-010793,1149892,9
user-010793,1149996,10
user-010794,1149672,0
user-010795,1149623,0
user-010795,1149411,1
user-010796,1149599,0
user-010797,1149892,0
user-010797,1130609,1
user-010798,1149671,0
user-010798,1149578,1
user-010799,1149030,0
user-010799,1149892,1
user-010799,1149799,2
user-010799,1149455,3
user-010800,1149661,0
user-010801,1149941,0
user-010801,1149784,1
user-010801,1149671,2
user-010802,1149740,0
user-010802,1149614,1
user-010803,1149963,0
user-010803,1149892,1
user-010803,1149819,2
user-010804,1149964,0
user-010804,1149933,1
user-010805,1057148,0
user-010805,1149518,1
user-010806,1149883,0
user-010807,1149892,0
user-010807,1149757,1
user-010808,1149672,0
user-010808,1149757,1
user-010808,1149850,2
user-010808,1149796,3
user-010808,1149759,4
user-010808,1149927,5
user-010808,1149784,6
user-010809,1149671,0
user-010809,1149547,1
user-010809,1129365,2
user-010810,1149585,0
user-010810,1149864,1
user-010811,1133852,0
user-010811,1129231,1
user-010811,1095978,2
user-010812,1149536,0
user-010812,697349,1
user-010813,1149671,0
user-010813,1149784,1
user-010814,1149458,0
user-010814,1148499,1
user-010814,1149882,2
user-010814,1149671,3
user-010815,1149626,0
user-010815,1133309,1
user-010815,1057532,2
user-010815,1044094,3
user-010815,807853,4
user-010816,1149479,0
user-010816,1148826,1
user-010817,1149653,0
user-010818,1149996,0
user-010819,1149675,0
user-010819,1149634,1
user-010819,1149882,2
user-010819,1149784,3
user-010819,1149663,4
user-010819,1149892,5
user-010819,1149892,6
user-010819,1149917,7
user-010819,1149734,8
user-010820,1149704,0
user-010820,1149892,1
user-010821,1149623,0
user-010821,1149480,1
user-010821,1149671,2
user-010821,1149653,3
user-010821,1149542,4
user-010821,1149655,5
user-010821,1149626,6
user-010821,1149672,7
user-010821,1149606,8
user-010821,1149765,9
user-010821,1149850,10
user-010821,1149675,11
user-010821,1149661,12
user-010821,1149280,13
user-010821,1149899,14
user-010821,1149545,15
user-010821,1149679,16
user-010821,1149963,17
user-010821,1149614,18
user-010821,1143142,19
user-010822,1149704,0
user-010822,1149892,1
user-010823,1149464,0
user-010823,1149614,1
user-010823,1086727,2
user-010824,1149553,0
user-010824,1149759,1
user-010824,1149653,2
user-010824,1149647,3
user-010825,1149553,0
user-010825,1149599,1
user-010825,1149660,2
user-010826,1148570,0
user-010826,1149608,1
user-010827,1149757,0
user-010827,1149671,1
user-010827,1149971,2
user-010828,1078546,0
user-010829,1149671,0
user-010830,1148570,0
user-010831,1149672,0
user-010831,1149757,1
user-010832,1149599,0
user-010832,1149614,1
user-010833,1090381,0
user-010834,1149892,0
user-010835,1149658,0
user-010835,1149093,1
user-010836,1149961,0
user-010836,1028248,1
user-010837,1148570,0
user-010837,1149671,1
user-010838,1149671,0
user-010838,1149955,1
user-010839,1149892,0
user-010839,1149614,1
user-010840,1149917,0
user-010840,1149961,1
user-010841,1149879,0
user-010841,1149892,1
user-010841,1149959,2
user-010841,1149671,3
user-010842,1149892,0
user-010843,1028248,0
user-010843,1149614,1
user-010844,1149578,0
user-010844,1149927,1
user-010845,1149738,0
user-010845,1149669,1
user-010845,1149636,2
user-010846,1149928,0
user-010846,1149671,1
user-010847,1149679,0
user-010847,1149679,1
user-010848,1149882,0
user-010848,1149880,1
user-010848,1149759,2
user-010848,1149614,3
user-010848,1149880,4
user-010848,1149783,5
user-010849,1149653,0
user-010849,1149757,1
user-010849,1149661,2
user-010849,1149671,3
user-010849,1149928,4
user-010850,1048444,0
user-010850,1119545,1
user-010850,1124469,2
user-010851,1149661,0
user-010852,1149780,0
user-010852,1149688,1
user-010852,1149683,2
user-010852,1149892,3
user-010852,1149941,4
user-010853,1148824,0
user-010854,1149473,0
user-010854,1149663,1
user-010854,1149479,2
user-010854,1149671,3
user-010855,1149621,0
user-010855,1149964,1
user-010855,1149953,2
user-010855,1149892,3
user-010856,1149623,0
user-010856,1149623,1
user-010856,1149784,2
user-010856,1149910,3
user-010857,1149927,0
user-010858,1149558,0
user-010858,1149635,1
user-010858,1149498,2
user-010858,1149599,3
user-010858,1149675,4
user-010858,1149927,5
user-010858,1149675,6
user-010858,1149928,7
user-010858,1149924,8
user-010858,1149819,9
user-010859,1149892,0
user-010859,1130609,1
user-010859,1149079,2
user-010860,1149892,0
user-010860,1149784,1
user-010860,1149614,2
user-010861,1149650,0
user-010862,1149783,0
user-010862,1149656,1
user-010862,1149907,2
user-010863,1149650,0
user-010863,1149892,1
user-010863,1149614,2
user-010863,1149558,3
user-010864,1149599,0
user-010864,1149697,1
user-010864,1149653,2
user-010864,1149964,3
user-010864,1149955,4
user-010864,1149614,5
user-010865,1149784,0
user-010865,1149671,1
user-010865,1149917,2
user-010866,1149599,0
user-010866,1149671,1
user-010866,1149955,2
user-010866,1149955,3
user-010867,1149418,0
user-010867,1149911,1
user-010868,1149892,0
user-010868,1149917,1
user-010868,1149917,2
user-010869,1149599,0
user-010869,1149584,1
user-010869,1149949,2
user-010870,1086727,0
user-010870,1048466,1
user-010870,1134540,2
user-010870,1131259,3
user-010870,739439,4
user-010871,1149910,0
user-010871,1149922,1
user-010872,1149653,0
user-010872,1149553,1
user-010872,1149465,2
user-010873,1149599,0
user-010873,1149664,1
user-010873,1149740,2
user-010873,1071174,3
user-010873,1143055,4
user-010873,1149799,5
user-010873,1149694,6
user-010873,1149626,7
user-010873,1149608,8
user-010873,1149491,9
user-010873,812819,10
user-010873,1149964,11
user-010874,1149547,0
user-010874,1149599,1
user-010874,1149964,2
user-010875,1149671,0
user-010876,1149623,0
user-010876,1149763,1
user-010876,1149671,2
user-010877,1149599,0
user-010877,1149927,1
user-010878,1149455,0
user-010878,1149780,1
user-010878,1149623,2
user-010878,1149761,3
user-010879,1149671,0
user-010879,1148086,1
user-010879,1149892,2
user-010879,1149892,3
user-010880,1149538,0
user-010880,1148570,1
user-010881,1149927,0
user-010881,1149385,1
user-010882,1149498,0
user-010882,1137202,1
user-010883,1149553,0
user-010883,1149614,1
user-010883,1149892,2
user-010884,1149671,0
user-010884,1149558,1
user-010884,1149892,2
user-010885,1149675,0
user-010885,1149673,1
user-010885,1149971,2
user-010886,1149671,0
user-010886,1149614,1
user-010886,1149892,2
user-010887,1149671,0
user-010887,1149892,1
user-010888,1149599,0
user-010888,1149671,1
user-010888,1149740,2
user-010889,1149631,0
user-010889,1149078,1
user-010890,1146472,0
user-010890,1146472,1
user-010891,1149647,0
user-010891,1149928,1
user-010892,1149683,0
user-010892,1149683,1
user-010893,1149671,0
user-010894,1149440,0
user-010894,1149765,1
user-010895,1149927,0
user-010896,1149608,0
user-010896,1148755,1
user-010897,1148570,0
user-010897,1149584,1
user-010897,1149677,2
user-010897,1149757,3
user-010897,1149927,4
user-010897,1149955,5
user-010898,1149558,0
user-010898,1148570,1
user-010899,1149599,0
user-010899,1149650,1
user-010899,1149558,2
user-010899,1149661,3
user-010900,1149927,0
user-010900,1149675,1
user-010900,1149796,2
user-010900,1149614,3
user-010900,1149892,4
user-010901,1149671,0
user-010902,1149671,0
user-010903,1148570,0
user-010903,1149671,1
user-010903,1149512,2
user-010904,1149679,0
user-010904,1149799,1
user-010905,1149658,0
user-010905,1149470,1
user-010905,1149607,2
user-010906,1149623,0
user-010906,1149661,1
user-010906,1149677,2
user-010906,1149759,3
user-010906,1149892,4
user-010906,1149955,5
user-010907,1149599,0
user-010907,1149892,1
user-010908,1149670,0
user-010908,1149943,1
user-010908,1149784,2
user-010909,1149892,0
user-010909,1149924,1
user-010909,1149731,2
user-010910,1149653,0
user-010910,1149626,1
user-010910,1149466,2
user-010911,1149599,0
user-010911,1149671,1
user-010911,1149097,2
user-010911,1149892,3
user-010912,1149934,0
user-010912,1149594,1
user-010912,1149925,2
user-010912,1149892,3
user-010913,1149738,0
user-010914,1149599,0
user-010914,1149819,1
user-010914,1149757,2
user-010914,1149672,3
user-010914,1149961,4
user-010914,1149454,5
user-010914,1148659,6
user-010915,1149613,0
user-010916,1149892,0
user-010916,1149910,1
user-010917,1149536,0
user-010918,1149599,0
user-010918,1149549,1
user-010918,1149479,2
user-010918,1149479,3
user-010919,1149644,0
user-010919,1149991,1
user-010919,1148865,2
user-010919,1149974,3
user-010920,1149653,0
user-010920,1149626,1
user-010920,1149634,2
user-010921,1142460,0
user-010922,1149677,0
user-010922,1149618,1
user-010923,1149599,0
user-010923,1149405,1
user-010923,1149927,2
user-010924,1149850,0
user-010924,1149892,1
user-010925,1149784,0
user-010925,1149623,1
user-010926,1076112,0
user-010927,1149499,0
user-010928,1149671,0
user-010929,1148570,0
user-010929,1142460,1
user-010930,1149892,0
user-010930,1130609,1
user-010931,1149671,0
user-010932,1149659,0
user-010932,1148015,1
user-010932,1149320,2
user-010933,1149784,0
user-010933,1149892,1
user-010933,1149614,2
user-010934,1148570,0
user-010934,1142460,1
user-010935,1148570,0
user-010936,1149892,0
user-010936,1149562,1
user-010937,1149660,0
user-010938,1149599,0
user-010938,1149892,1
user-010939,1149892,0
user-010939,1149879,1
user-010940,1149892,0
user-010940,1149933,1
user-010941,1149614,0
user-010941,1149892,1
user-010941,1149663,2
user-010941,1149967,3
user-010941,1149927,4
user-010941,1149635,5
user-010941,1149677,6
user-010942,1149883,0
user-010942,1149614,1
user-010943,1149892,0
user-010943,1149917,1
user-010944,1149599,0
user-010944,1149892,1
user-010945,1149927,0
user-010946,1108369,0
user-010946,1068816,1
user-010946,1107941,2
user-010947,1149599,0
user-010947,1149671,1
user-010947,1149672,2
user-010947,1149892,3
user-010947,1149943,4
user-010948,1149458,0
user-010948,1149882,1
user-010948,1148605,2
user-010948,1149880,3
user-010949,1149892,0
user-010949,1149967,1
user-010950,1149704,0
user-010950,1149675,1
user-010950,1149739,2
user-010950,1149941,3
user-010950,1149892,4
user-010951,1149471,0
user-010951,330638,1
user-010952,1149653,0
user-010952,1149626,1
user-010952,1149661,2
user-010952,1149438,3
user-010953,1149892,0
user-010953,1149917,1
user-010953,1149799,2
user-010954,1149599,0
user-010955,1149961,0
user-010955,1149757,1
user-010955,1149967,2
user-010956,1149917,0
user-010956,1149614,1
user-010956,1149892,2
user-010957,1149665,0
user-010957,1149945,1
user-010957,1149961,2
user-010958,1148570,0
user-010958,1149892,1
user-010958,1149917,2
user-010959,1149941,0
user-010959,1149884,1
user-010959,1149470,2
user-010960,1148570,0
user-010960,1149675,1
user-010960,1149448,2
user-010961,1149885,0
user-010961,1149885,1
user-010962,1141273,0
user-010962,652556,1
user-010963,1149671,0
user-010964,1148583,0
user-010964,1126072,1
user-010964,1103731,2
user-010965,1148570,0
user-010966,1148570,0
user-010966,1149499,1
user-010967,1149553,0
user-010967,1149599,1
user-010968,1149599,0
user-010968,1149945,1
user-010969,1148570,0
user-010969,1103519,1
user-010970,1149927,0
user-010971,1149599,0
user-010972,1149671,0
user-010972,1149661,1
user-010973,1149644,0
user-010973,1149653,1
user-010973,1149626,2
user-010973,1149578,3
user-010973,1149740,4
user-010973,1146699,5
user-010974,1149420,0
user-010975,1149671,0
user-010975,1148570,1
user-010975,1149759,2
user-010975,1149675,3
user-010976,1149458,0
user-010976,1149882,1
user-010977,1149892,0
user-010977,1149663,1
user-010977,1149917,2
user-010977,1149917,3
user-010977,1149955,4
user-010977,1149908,5
user-010978,1149614,0
user-010978,1149917,1
user-010979,1149599,0
user-010979,1148570,1
user-010980,1149599,0
user-010980,1149784,1
user-010981,1149623,0
user-010981,1149660,1
user-010982,1149911,0
user-010982,1149635,1
user-010983,1149675,0
user-010983,1149645,1
user-010983,1149438,2
user-010983,1149924,3
user-010984,1149688,0
user-010984,1149623,1
user-010985,1149112,0
user-010985,1149599,1
user-010985,1149558,2
user-010986,1149599,0
user-010986,1148570,1
user-010986,1149614,2
user-010987,1149547,0
user-010987,763963,1
user-010988,1120700,0
user-010988,1119687,1
user-010988,1119698,2
user-010988,1119655,3
user-010988,1120284,4
user-010989,1149759,0
user-010989,1149757,1
user-010989,1149614,2
user-010989,1149892,3
user-010990,1149852,0
user-010990,1149917,1
user-010990,1149892,2
user-010991,1149317,0
user-010991,1149671,1
user-010992,1149458,0
user-010992,1149627,1
user-010992,1148570,2
user-010992,1149892,3
user-010993,1149599,0
user-010993,1148570,1
user-010993,1149623,2
user-010994,1149892,0
user-010994,1130609,1
user-010995,1079143,0
user-010995,1077326,1
user-010996,1149623,0
user-010997,1148570,0
user-010998,1149623,0
user-010999,1149927,0
user-010999,1149671,1
user-011000,1149671,0
user-011000,1149759,1
user-011001,1149671,0
user-011001,1148570,1
user-011001,1149892,2
user-011001,1149955,3
user-011002,1149599,0
user-011002,1149614,1
user-011003,1148570,0
user-011003,1142460,1
user-011004,1149671,0
user-011004,1149599,1
user-011004,1148570,2
user-011005,1149917,0
user-011005,1149955,1
user-011006,1148570,0
user-011006,1149671,1
user-011007,1149671,0
user-011007,1149675,1
user-011007,1149634,2
user-011008,1149626,0
user-011008,1149553,1
user-011008,1149644,2
user-011008,1148570,3
user-011008,1149664,4
user-011008,1149578,5
user-011008,1149479,6
user-011008,1149448,7
user-011008,1149030,8
user-011008,1149526,9
user-011008,1149349,10
user-011008,1149739,11
user-011008,1149759,12
user-011009,1149892,0
user-011009,1149885,1
user-011010,1149892,0
user-011010,1149917,1
user-011011,1149386,0
user-011011,1148570,1
user-011012,1149945,0
user-011012,1149892,1
user-011012,1149917,2
user-011013,1148512,0
user-011014,1149677,0
user-011014,1149599,1
user-011015,1149558,0
user-011016,1149623,0
user-011016,1149660,1
user-011017,1149462,0
user-011018,1149671,0
user-011018,1149892,1
user-011018,1149614,2
user-011019,1149613,0
user-011019,1149947,1
user-011020,1149671,0
user-011020,1149759,1
user-011020,1148570,2
user-011021,1149479,0
user-011021,1149892,1
user-011022,1149614,0
user-011022,1149614,1
user-011022,1149892,2
user-011023,1149368,0
user-011023,1149650,1
user-011024,1149626,0
user-011024,1149671,1
user-011025,1149917,0
user-011025,1148859,1
user-011026,1149796,0
user-011026,1149783,1
user-011027,1149614,0
user-011027,1149945,1
user-011027,1149569,2
user-011028,1149671,0
user-011029,1149553,0
user-011029,1134559,1
user-011029,1149650,2
user-011029,1149629,3
user-011029,640802,4
user-011029,1149892,5
user-011029,1149614,6
user-011029,1149924,7
user-011029,1149819,8
user-011029,1149673,9
user-011029,1149996,10
user-011030,1149458,0
user-011031,1149614,0
user-011031,1149945,1
user-011031,1149892,2
user-011031,1149675,3
user-011032,1149892,0
user-011032,1149924,1
user-011033,1149606,0
user-011033,1149503,1
user-011033,1149971,2
user-011033,1149927,3
user-011033,1130530,4
user-011034,1149553,0
user-011034,1149623,1
user-011035,1149599,0
user-011035,1148570,1
user-011035,1149621,2
user-011035,1149614,3
user-011035,1149892,4
user-011035,1149941,5
user-011035,1149933,6
user-011035,1149679,7
user-011035,1149893,8
user-011035,1149966,9
user-011036,1149671,0
user-011037,1149614,0
user-011037,1149927,1
user-011038,1149671,0
user-011038,1148570,1
user-011039,1149671,0
